PC1,PC2,PC3,PC4,PC5,PC6,Class,Prob_Class_0,Prob_Class_1
-1.7212884493219742,-1.1391555383043848,-1.2356374102854937,0.43505780977158837,-0.5266966267936627,-0.13569293161834892,1,0.004538968634089785,0.9954610313659102
0.7272910694754189,0.7047716194183393,-0.9182750044580704,1.578401407640085,0.36926210156812805,0.1887264388346396,1,0.23696288560591533,0.7630371143940847
1.3193590235839552,-3.3065475490599603,-0.42483514351185275,-0.6873803742023712,-0.22115453816363873,0.340014147405514,0,0.9938764079625074,0.0061235920374922955
-0.6995452665666242,1.0509952219600693,1.1980010411151765,-1.0005058069493595,0.10336704448472575,-0.36717949882066503,0,0.04180998654912594,0.958190013450874
0.45970763113623164,1.9552198674299448,-0.2371017688628725,-0.9746852741492927,-0.5221607346468964,0.2526515112249269,1,0.33039195486790734,0.6696080451320934
-1.5881183509617547,-0.601256011757701,0.4432084845549082,0.06258762338953446,0.45460484156018005,-1.594276430720877,1,0.015058751069089077,0.9849412489309103
-2.0834643161068134,0.6687240054017578,-1.0252772006026878,0.9248182995591606,0.26278784831426616,0.09092004527939833,1,0.0011233264147040417,0.998876673585296
-1.6495723993592017,0.6413380158103185,-0.08570290255165726,0.04407672191873691,0.007343898762527626,-0.5833580148823976,1,0.002432552915379914,0.9975674470846199
-1.508623601447987,-0.9938844399352168,-1.4775468331439778,0.7089105571328284,-0.14811809012342,-0.5487208595355603,1,0.005057013140691915,0.9949429868593079
2.574238841509546,-0.21530233383336572,-0.17219348029931644,0.8010833864119637,1.2645961557244016,-0.061520679838641824,0,0.9017815591296837,0.09821844087031688
-0.29470032506151117,1.0091075593227905,0.039016525724287696,-1.3483278769394396,-1.1154347337914479,0.601723220750651,1,0.18759202865062002,0.8124079713493795
1.1086838750526302,1.5091080047435763,-0.34421523739742976,-0.5210507195605366,0.001829549468640412,-0.16014180354092858,1,0.3423917269681782,0.6576082730318216
0.06726183326642964,0.5334949975987545,-0.06447157883725767,0.993222817960333,1.5138353636595139,-0.20068188533298914,1,0.11081718208191438,0.8891828179180853
1.434517855298781,1.7736429467387667,-0.41975414224928315,-0.45030182168084304,0.0793474813890178,0.5079604381500041,0,0.6486067482638438,0.35139325173615676
0.45807617440769394,1.3656925339417971,0.2141533906220117,-1.1933380527139734,-0.5001106697016562,-0.03375596717847806,1,0.26855244822297003,0.7314475517770302
